,0
13258,53638532
13259,168588680
13260,203191689
13261,339506584
13262,357070234
13263,65697181
13264,435582369
13265,264402340
13266,254440871
13267,210269613
13268,91780527
13269,512652720
13270,501642675
13271,272922036
13272,10122682
13273,152729020
13274,143029693
13275,59274692
13276,135165387
13277,10253772
13278,269120972
13279,397047246
13280,211711443
13281,367687123
13282,286422489
13283,8680924
13284,357201380
13285,57046504
13286,656045548
13287,170423792
13288,65959414
13289,226784759
13290,125203964
13291,416445949
13292,709654013
13293,45905406
13294,307394048
13295,263091714
13296,223507971
13297,463369733
13298,213546504
13299,631141897
13300,60978697
13301,58488334
13302,398751246
13303,515667473
13304,490108435
13305,196376084
13306,16545304
13307,235697688
13308,15758873
13309,399144475
13310,245659160
13311,93353501
13312,90600990
13313,457471521
13314,217609765
13315,146175531
13316,252605996
13317,461272622
13318,171472433
13319,492336691
13320,9205304
13321,139884093
13322,142898758
13323,267286089
13324,11564618
13325,583562828
13326,5535309
13327,545945166
13328,305034832
13329,59405909
13330,44463707
13331,134510172
13332,354580059
13333,24802913
13334,276461154
13335,12220003
13336,432698980
13337,133461605
13338,558397029
13339,424310375
13340,114456168
13341,295466601
13342,135689834
13343,407008875
13344,228882019
13345,516322925
13346,145127021
13347,321287782
13348,26769000
13349,634812018
13350,298481266
13351,454456946
13352,38958707
13353,490501750
13354,22443639
13355,492205690
13356,103183995
13357,103446140
13358,95712893
13359,86668933
13360,491288200
13361,717256336
13362,220493457
13363,119568018
13364,63993490
13365,222721689
13366,119699098
13367,84178587
13368,239498911
13369,189691552
13370,484996768
13371,467433124
13372,249853606
13373,56784553
13374,655783599
13375,729446068
13376,3700406
13377,482768572
13378,291010238
13379,81819327
13380,587495112
13381,274233034
13382,249329357
13383,692483790
13384,15103696
13385,287864529
13386,342914772
13387,504919764
13388,148666070
13389,279475926
13390,152467163
13391,176453343
13392,369260257
13393,381056742
13394,173700839
13395,55473895
13396,214202087
13397,397309675
13398,591165164
13399,248805100
13400,376862444
13401,358643439
13402,197293811
13403,292845302
13404,153253622
13405,4880118
13406,271218425
13407,98596601
13408,378042107
13409,591034107
13410,287471358
13411,209352447
13412,44463872
13413,12220164
13414,319452937
13415,84571916
13416,360609550
13417,189953807
13418,358774549
13419,277509912
13420,150632217
13421,202143513
13422,62813982
13423,518420254
13424,653162274
13425,561411875
13426,195196711
13427,309884716
13428,332691247
13429,38565681
13430,359823154
13431,198735666
13432,206075703
13433,210663225
13434,239105849
13435,365328185
13436,356284220
13437,5797689
13438,221280068
13439,626947912
13440,371226441
13441,398489417
13442,179861320
13443,56260428
13444,307001160
13445,189560656
13446,129136469
13447,380008277
13448,316831579
13449,65304414
13450,371881823
13451,185235295
13452,687241057
13453,654604135
13454,247232359
13455,3962727
13456,466646890
13457,168982378
13458,68974440
13459,328497005
13460,204896110
13461,230324078
13462,282490735
13463,26638193
13464,248018797
13465,199128949
13466,1472381
13467,574388094
13468,15628163
13469,670726022
13470,59537287
13471,270563212
13472,22181772
13473,11827086
13474,46036879
13475,29259660
13476,283146132
13477,186152854
13478,36075415
13479,262305688
13480,297695129
13481,433354651
13482,202667933
13483,356284318
13484,73168800
13485,290092961
13486,358643618
13487,367032228
13488,26245034
13489,37517228
13490,583956397
13491,29915053
13492,11958194
13493,24410034
13494,206337970
13495,16545714
13496,248412086
13497,23623607
13498,10254264
13499,237402044
13500,647133117
13501,216954816
13502,124549058
13503,46168004
13504,12220362
13505,34502604
13506,64387021
13507,668104659
13508,153778132
13509,579499989
13510,226392022
13511,16938967
13512,287340502
13513,185235413
13514,18511834
13515,97679323
13516,609384411
13517,509769695
13518,210794463
13519,220362723
13520,23230437
13521,252082150
13522,21788653
13523,259422190
13524,3962867
13525,288126964
13526,167147510
13527,370571255
13528,12875768
13529,10909689
13530,230455291
13531,245266427
13532,364148735
13533,16939009
13534,161794
13535,513832963
13536,4880388
13537,302020614
13538,583563271
13539,578058248
13540,483293193
13541,560232454
13542,477001735
13543,278558733
13544,115374093
13545,149059601
13546,258373650
13547,249460755
13548,504526866
13549,143423507
13550,252868631
13551,367294489
13552,408057883
13553,98596893
13554,306214941
13555,133855272
13556,33847336
13557,567048233
13558,53770285
13559,206600242
13560,696416309
13561,579500085
13562,382236728
13563,136476729
13564,740063288
13565,6191166
13566,127694912
13567,558397506
13568,430733379
13569,164526148
13570,591820875
13571,30046285
13572,161871
13573,494041170
13574,188119123
13575,571766870
13576,577534040
13577,21002342
13578,712013927
13579,298612839
13580,431257706
13581,204241004
13582,222984300
13583,238975086
13584,226130031
13585,127694964
13586,27424888
13587,38697081
13588,271218812
13589,407795836
13590,710178940
13591,66615423
13592,175143043
13593,301365383
13594,320501903
13595,30832790
13596,1734807
13597,483162264
13598,236222617
13599,137525402
13600,33192087
13601,162298012
13602,131758238
13603,591558814
13604,143685794
13605,233470117
13606,269252775
13607,156399784
13608,619477164
13609,616855727
13610,249985200
13611,275544248
13612,345667769
13613,316438715
13614,105019583
13615,8288449
13616,218003654
13617,25721032
13618,345667785
13619,378435787
13620,102267085
13621,35944660
13622,174225626
13623,220100827
13624,313555165
13625,71334109
13626,136476907
13627,62028012
13628,637958383
13629,2521329
13630,25852145
13631,222591217
13632,321681649
13633,204241148
13634,164919550
13635,143423748
13636,333609220
13637,529824006
13638,204503308
13639,468089100
13640,632453390
13641,66615569
13642,441350420
13643,556955924
13644,187857174
13645,113277205
13646,6715673
13647,21526812
13648,39876901
13649,618559783
13650,410548525
13651,380401965
13652,12876078
13653,366508335
13654,355498289
13655,223508786
13656,188250419
13657,140015923
13658,643201334
13659,132151607
13660,573864247
13661,735082807
13662,295467323
13663,448428349
13664,24803646
13665,226130239
13666,149059906
13667,568621383
13668,431913289
13669,257325389
13670,272660820
13671,24803673
13672,167278938
13673,530217311
13674,334657888
13675,302414177
13676,397572452
13677,345012586
13678,131889517
13679,4880750
13680,334657904
13681,30833008
13682,609253749
13683,9337206
13684,4618616
13685,212760954
13686,71465343
13687,11434372
13688,80640392
13689,28211594
13690,181565837
13691,246970765
13692,386300301
13693,669415832
13694,163608988
13695,26638753
13696,16152995
13697,173308323
13698,43022759
13699,225081768
13700,419854764
13701,140933549
13702,153778606
13703,285374895
13704,330594736
13705,182090161
13706,68188593
13707,73431475
13708,342522293
13709,212761014
13710,32405941
13711,290355640
13712,686062007
13713,134642106
13714,352483777
13715,448690630
13716,521435591
13717,650672582
13718,52853198
13719,19298768
13720,207649236
13721,196508118
13722,133462491
13723,48265694
13724,277641695
13725,63207904
13726,289176032
13727,631536097
13728,267155939
13729,133069286
13730,395737578
13731,315783659
13732,237926895
13733,722106863
13734,20085235
13735,141457908
13736,76577271
13737,561150460
13738,190609917
13739,622098953
13740,293386
13741,10123786
13742,51411470
13743,145127951
13744,4618769
13745,54295058
13746,376076820
13747,215644695
13748,648706589
13749,181172767
13750,6322720
13751,58620451
13752,267942439
13753,496007722
13754,138574379
13755,195852845
13756,88767024
13757,516848177
13758,107248180
13759,91650621
13760,141195842
13761,238451266
13762,134642246
13763,347241032
13764,27425353
13765,220494418
13766,15104594
13767,407272020
13768,145783383
13769,21396056
13770,35289688
13771,258505307
13772,244742751
13773,32668255
13774,461666913
13775,235567711
13776,197294688
13777,710703719
13778,228358764
13779,308574830
13780,69892718
13781,354450034
13782,42629747
13783,179599991
13784,332954232
13785,363100793
13786,182352506
13787,554990203
13788,87718520
13789,107117181
13790,159021693
13791,308574847
13792,132676219
13793,477002369
13794,297695870
13795,14711422
13796,233077381
13797,383023751
13798,353008268
13799,322599565
13800,284326540
13801,167279253
13802,323254935
13803,526023320
13804,277904025
13805,9337498
13806,304249501
13807,318536362
13808,82344619
13809,114064044
13810,521304747
13811,24541873
13812,103185075
13813,73300666
13814,177502909
13815,230456003
13816,441088708
13817,324696777
13818,136739532
13819,452885197
13820,286948047
13821,575568593
13822,99384018
13823,84179670
13824,158497495
13825,666401494
13826,246184666
13827,622099163
13828,417757916
13829,139098845
13830,52853482
13831,295729902
13832,14973679
13833,193231600
13834,22051569
13835,288258799
13836,327842548
13837,79330037
13838,44071681
13839,509508354
13840,555121410
13841,150502149
13842,413825799
13843,106199820
13844,124025614
13845,293108494
13846,207649553
13847,720927505
13848,136084243
13849,80116499
13850,481458972
13851,42760990
13852,182745886
13853,167017251
13854,385121059
13855,429816611
13856,17595172
13857,207125288
13858,21265192
13859,518945577
13860,471759659
13861,177503020
13862,3570479
13863,403340079
13864,306477878
13865,199916343
13866,18381624
13867,88767289
13868,36469560
13869,298744635
13870,343309116
13871,137788220
13872,297040701
13873,547519292
13874,171998009
13875,10648381
13876,45906754
13877,249199421
13878,1342272
13879,592476997
13880,213023559
13881,204372808
13882,257588042
13883,452492109
13884,232422222
13885,113670991
13886,212368208
13887,489061199
13888,238975826
13889,20872021
13890,337673045
13891,272923482
13892,49838942
13893,33454944
13894,572291938
13895,470055781
13896,241597288
13897,571243371
13898,239762286
13899,168196975
13900,451967856
13901,46037870
13902,27556721
13903,26770292
13904,617380727
13905,225868663
13906,214465409
13907,13794178
13908,144604040
13909,32537481
13910,21658507
13911,164526991
13912,407796624
13913,14842771
13914,18119576
13915,70155161
13916,221543326
13917,229538719
13918,276462495
13919,272923552
13920,13794206
13921,107772831
13922,643988390
13923,258112423
13924,187595689
13925,162429867
13926,249985965
13927,74349487
13928,372669361
13929,317619123
13930,737967031
13931,4225975
13932,502954939
13933,581204925
13934,10386370
13935,389315527
13936,57179080
13937,90864584
13938,204635084
13939,62159825
13940,165182418
13941,688028626
13942,280394709
13943,159022038
13944,313555925
13945,557743068
13946,213547998
13947,384203744
13948,19823584
13949,113277926
13950,437550071
13951,222985212
13952,58227708
13953,41581571
13954,253524997
13955,162692102
13956,257981449
13957,89816075
13958,132021260
13959,549092365
13960,86146067
13961,137133075
13962,323779605
13963,312114198
13964,141065239
13965,140016666
13966,148274203
13967,27556901
13968,54819877
13969,311589927
13970,7896103
13971,204241960
13972,320502826
13973,11959341
13974,70286385
13975,168066099
13976,102136886
13977,188775478
13978,364411959
13979,76708922
13980,173833275
13981,64650299
13982,96238654
13983,288652351
13984,96894019
13985,132152389
13986,508460101
13987,97549390
13988,505314382
13989,182221904
13990,159808593
13991,254573650
13992,154958932
13993,247233621
13994,203717717
13995,323517527
13996,429554776
13997,337411160
13998,419724377
13999,194149467
14000,3570782
14001,262437983
14002,386694240
14003,223902817
14004,243170405
14005,67009638
14006,422870119
14007,5143656
14008,324566121
14009,197557355
14010,118389872
14011,92961906
14012,172915826
14013,6716530
14014,176061557
14015,32799862
14016,273448059
14017,292453501
14018,566131838
14019,451705982
14020,69893253
14021,347896967
14022,537558151
14023,143293577
14024,386956426
14025,603618447
14026,124943503
14027,638614683
14028,240680092
14029,46955677
14030,168066206
14031,240155807
14032,409894050
14033,170818723
14034,268074147
14035,390757542
14036,46169262
14037,377650351
14038,436632761
14039,121797820
14040,184188093
14041,444497084
14042,135298237
14043,242121916
14044,17726657
14045,31489217
14046,526679235
14047,132676808
14048,141851849
14049,3964106
14050,290749640
14051,565476556
14052,181173453
14053,191265997
14054,381320398
14055,85490896
14056,105020624
14057,89685201
14058,203586771
14059,576748749
14060,142900437
14061,300186838
14062,125598935
14063,11959513
14064,422083803
14065,147094751
14066,181435616
14067,484736225
14068,347897059
14069,222067941
14070,112753894
14071,460094693
14072,372800744
14073,334396647
14074,53378286
14075,261389556
14076,778337528
14077,158235897
14078,519208186
14079,132021500
14080,308706557
14081,301104383
14082,177110272
14083,57572610
14084,193494276
14085,161643781
14086,453934345
14087,5012755
14088,561806614
14089,21003543
14090,287472921
14091,79068446
14092,257064228
14093,375553317
14094,154303786
14095,75136300
14096,342392110
14097,492993841
14098,419331381
14099,498367797
14100,54558010
14101,41844029
14102,174095677
14103,374897983
14104,179207486
14105,216431937
14106,155614530
14107,20217149
14108,373062978
14109,25197895
14110,152206663
14111,20872521
14112,107117895
14113,140541260
14114,3833164
14115,257588558
14116,337411408
14117,373980497
14118,16940370
14119,398753107
14120,401898832
14121,66354517
14122,27426131
14123,223116631
14124,534805854
14125,28343649
14126,121797994
14127,313949550
14128,301366641
14129,647396724
14130,207781237
14131,94797178
14132,527859067
14133,677281153
14134,440958339
14135,55082373
14136,480017798
14137,499285386
14138,372538763
14139,407010701
14140,177241486
14141,488013204
14142,208436629
14143,40009111
14144,97418650
14145,147226010
14146,485129634
14147,171212196
14148,17333668
14149,479886759
14150,208436648
14151,635469227
14152,388922796
14153,49446318
14154,321027504
14155,228359600
14156,504004018
14157,247102904
14158,467697083
14159,122715580
14160,174095807
14161,47218112
14162,148143552
14163,10780096
14164,291798466
14165,185105866
14166,611352010
14167,19824075
14168,81558989
14169,523271629
14170,540966347
14171,176717264
14172,375029203
14173,135822805
14174,85491161
14175,590773724
14176,65175005
14177,268336605
14178,302939613
14179,391020000
14180,232553953
14181,481328610
14182,66747869
14183,9076196
14184,59407846
14185,27557351
14186,206470631
14187,269647341
14188,341999087
14189,228490739
14190,261783027
14191,144604659
14192,381713907
14193,6061562
14194,38698491
14195,131759611
14196,209092103
14197,246316557
14198,161250840
14199,496664089
14200,578190872
14201,24935963
14202,62684701
14203,499416607
14204,403471910
14205,424312361
14206,95321644
14207,357858862
14208,38567472
14209,348028466
14210,430997042
14211,164396596
14212,224165429
14213,83263030
14214,212762170
14215,291405371
14216,576355900
14217,278036030
14218,129531455
14219,435060288
14220,50232897
14221,133070401
14222,397180482
14223,583564866
14224,223247938
14225,138706501
14226,324042317
14227,296386126
14228,516980303
14229,107249234
14230,189562453
14231,452230742
14232,56917592
14233,38960731
14234,134381148
14235,414613087
14236,225476193
14237,619216483
14238,169508452
14239,438074981
14240,244350568
14241,322076270
14242,669810288
14243,7503472
14244,156401266
14245,63340147
14246,258244211
14247,540835444
14248,134381178
14249,618692224
14250,546340481
14251,450920066
14252,85491335
14253,85884552
14254,367558280
14255,71204496
14256,209485457
14257,617905813
14258,25198236
14259,216563357
14260,324828833
14261,389054116
14262,252608164
14263,277511846
14264,175931049
14265,50888362
14266,134774446
14267,20479663
14268,81428146
14269,166756022
14270,8027833
14271,217611965
14272,65699522
14273,428768962
14274,17727172
14275,81428165
14276,444366535
14277,591953611
14278,32145105
14279,48529106
14280,9600723
14281,447643347
14282,196509397
14283,406879958
14284,696286936
14285,11435738
14286,178552542
14287,94404319
14288,282361572
14289,241467109
14290,97681125
14291,218398442
14292,344358636
14293,365592305
14294,28344054
14295,218529526
14296,180780794
14297,1736447
14298,132022015
14299,305430273
14300,368869123
14301,140672773
14302,484867847
14303,566918920
14304,55475976
14305,6192908
14306,546340625
14307,556564242
14308,20348689
14309,32669459
14310,69107479
14311,462585626
14312,580550428
14313,340557605
14314,339509030
14315,207257382
14316,394297131
14317,448560941
14318,393379629
14319,654737197
14320,210272048
14321,167935794
14322,107642678
14323,323518267
14324,608730947
14325,435846980
14326,3571526
14327,64913227
14328,405962572
14329,14712657
14330,120880979
14331,238190420
14332,572686165
14333,101613403
14334,145391453
14335,167018335
14336,307920735
14337,8683362
14338,126517092
14339,151813990
14340,622493543
14341,12877672
14342,488275818
14343,250511215
14344,228228983
14345,294682488
14346,388792190
14347,145915776
14348,156401536
14349,256540547
14350,360218501
14351,715816840
14352,53641102
14353,107904915
14354,737050516
14355,153649051
14356,424574877
14357,309886888
14358,27951018
14359,435191724
14360,23101357
14361,33718190
14362,534413230
14363,450789296
14364,395476913
14365,367427505
14366,449216432
14367,46956470
14368,21921718
14369,39616438
14370,28082105
14371,136085435
14372,3702716
14373,95453117
14374,688062
14375,413433789
14376,300318654
14377,197033925
14378,89685957
14379,218005445
14380,119439308
14381,19562445
14382,530612174
14383,15630288
14384,21397458
14385,174096342
14386,194150361
14387,445808605
14388,27033568
14389,259555297
14390,1736673
14391,19955687
14392,76185576
14393,3440619
14394,63864815
14395,61243379
14396,333610997
14397,5930999
14398,5144573
14399,268992509
14400,13271043
14401,16941060
14402,17465350
14403,156794887
14404,46301193
14405,10125322
14406,227573773
14407,182222863
14408,50233360
14409,559054864
14410,51150865
14411,166887444
14412,131760149
14413,10780693
14414,212631576
14415,99647512
14416,64258074
14417,130580509
14418,31096863
14419,1998884
14420,138969127
14421,213155882
14422,276070444
14423,434929709
14424,219578418
14425,416841779
14426,12353588
14427,22315064
14428,335446074
14429,416317498
14430,140279872
14431,297041986
14432,650018882
14433,113541188
14434,62292038
14435,337805386
14436,107774030
14437,71467087
14438,36470867
14439,198082644
14440,34766937
14441,140673115
14442,11698276
14443,384204907
14444,179077229
14445,177504368
14446,216170609
14447,321814642
14448,427589747
14449,464027762
14450,565477495
14451,31228028
14452,709656701
14453,119177340
14454,357466239
14455,524714114
14456,235700360
14457,408060043
14458,555647117
14459,463372430
14460,170950799
14461,732987540
14462,230326421
14463,405438612
14464,2785431
14465,315785366
14466,212107417
14467,317620379
14468,33718431
14469,127697057
14470,174489764
14471,720928933
14472,173572265
14473,64389292
14474,143687852
14475,443580590
14476,208175280
14477,16154800
14478,133726384
14479,231899316
14480,259162292
14481,210403511
14482,441352376
14483,18251964
14484,38174911
14485,60719295
14486,90341569
14487,235307199
14488,120357056
14489,258244804
14490,328106187
14491,4620496
14492,77103314
14493,190087378
14494,22446294
14495,4751578
14496,184058077
14497,150896862
14498,28606685
14499,604012767
14500,101089505
14501,185106657
14502,111050980
14503,242647268
14504,253001959
14505,28737768
14506,359039211
14507,2392302
14508,513966322
14509,91783410
14510,320504055
14511,52199672
14512,438075641
14513,747536634
14514,295469307
14515,751599868
14516,15237376
14517,662339846
14518,567443722
14519,66355468
14520,15237395
14521,40272148
14522,237142293
14523,249725210
14524,224952603
14525,236618012
14526,590250271
14527,414875938
14528,393642276
14529,133202218
14530,20611371
14531,233079084
14532,186941741
14533,268468526
14534,89293102
14535,250511665
14536,272007474
14537,138707258
14538,339771707
14539,139755839
14540,297566528
14541,230981956
14542,196116807
14543,73302345
14544,409502026
14545,216695114
14546,68321609
14547,106070349
14548,172261708
14549,565346639
14550,91521360
14551,155615569
14552,61505874
14553,62030163
14554,11305300
14555,482640213
14556,280658261
14557,83788125
14558,600605022
14559,267026783
14560,254443870
14561,111837534
14562,38044007
14563,552501612
14564,232423789
14565,571113837
14566,143032690
14567,286556535
14568,11043194
14569,316309882
14570,408191357
14571,159416702
14572,370442625
14573,224690569
14574,135430541
14575,34111889
14576,33587602
14577,65569175
14578,82739610
14579,351699355
14580,481722779
14581,152469920
14582,270959010
14583,16155043
14584,192315811
14585,375423397
14586,147620265
14587,78938540
14588,400327085
14589,60850605
14590,294814127
14591,357597616
14592,383549873
14593,116949426
14594,195068338
14595,88768954
14596,65962428
14597,378700226
14598,141853124
14599,484868549
14600,710181318
14601,259293642
14602,91652555
14603,152994256
14604,555647440
14605,567443922
14606,588939734
14607,359432662
14608,268599766
14609,10912217
14610,173572570
14611,397574618
14612,50889178
14613,288915933
14614,10781149
14615,612270559
14616,50233823
14617,41714144
14618,388661730
14619,50758119
14620,388923880
14621,191529449
14622,433357298
14623,2523635
14624,483688951
14625,4227575
14626,559841785
14627,303333892
14628,583565833
14629,55214601
14630,170557964
14631,3572240
14632,75661843
14633,96895508
14634,208699929
14635,16548379
14636,516850207
14637,65962531
14638,9863721
14639,690389548
14640,146965038
14641,83132983
14642,138314297
14643,373588542
14644,547258944
14645,41452103
14646,116556360
14647,234259020
14648,195592783
14649,123109968
14650,267289169
14651,248021586
14652,525763156
14653,181174869
14654,380666454
14655,171082326
14656,195068508
14657,211190365
14658,17203805
14659,381321825
14660,146965091
14661,240157285
14662,669418088
14663,4751976
14664,355893867
14665,282755696
14666,102269553
14667,322470516
14668,431260280
14669,213549690
14670,614498940
14671,197952125
14672,109871744
14673,74351233
14674,269386371
14675,46563973
14676,144867973
14677,244875909
14678,22839945
14679,270172810
14680,324829834
14681,64258702
14682,29917839
14683,51282574
14684,549618321
14685,394822287
14686,293372563
14687,560366227
14688,500597398
14689,24281750
14690,331645592
14691,179077785
14692,66355866
14693,341607066
14694,310936226
14695,622494372
14696,559710886
14697,263750313
14698,353534634
14699,306217642
14700,53772974
14701,31359663
14702,150373040
14703,69370546
14704,54166196
14705,551584436
14706,272401078
14707,26116792
14708,378438328
14709,166232762
14710,310805178
14711,447644348
14712,358384317
14713,164537
14714,143557312
14715,203457219
14716,557089476
14717,10519236
14718,145392333
14719,22315728
14720,172917456
14721,302154452
14722,20480725
14723,622494422
14724,408453850
14725,240288475
14726,188252891
14727,158499546
14728,10257118
14729,120881888
14730,467436256
14731,337674982
14732,186286824
14733,191660777
14734,295600876
14735,741507820
14736,367821551
14737,11436788
14738,2261755
14739,582910715
14740,324043517
14741,135430910
14742,342917891
14743,90604291
14744,179864325
14745,52462345
14746,157188873
14747,561808137
14748,20218639
14749,446202642
14750,20742936
14751,63210265
14752,81953562
14753,34505499
14754,395477785
14755,309756697
14756,267420441
14757,224297764
14758,308183844
14759,289833770
14760,440697649
14761,445678385
14762,165577525
14763,168985402
14764,49709892
14765,2786116
14766,332301126
14767,489587527
14768,83788618
14769,362054479
14770,71730000
14771,222856017
14772,137003858
14773,353141599
14774,95978335
14775,499417952
14776,342524774
14777,271352679
14778,78807912
14779,383026023
14780,343835500
14781,3048301
14782,505971566
14783,86672240
14784,502825843
14785,275940211
14786,235045750
14787,313033592
14788,262439803
14789,559973244
14790,705725309
14791,180781952
14792,666403715
14793,221545351
14794,42107784
14795,291144592
14796,8422294
14797,219579290
14798,8291226
14799,72647580
14800,7242653
14801,297829279
14802,477660063
14803,153256869
14804,287343527
14805,30311335
14806,166495145
14807,215516074
14808,248284074
14809,167150505
14810,138314665
14811,27558831
14812,110789552
14813,585794480
14814,426929
14815,369525683
14816,10912692
14817,23364535
14818,192447424
14819,268862402
14820,88900546
14821,430998468
14822,215778245
14823,31622090
14824,124814285
14825,365462480
14826,371753939
14827,77890517
14828,172524503
14829,540705753
14830,179209177
14831,221021151
14832,20743137
14833,189432801
14834,318669795
14835,28738530
14836,342524901
14837,320242669
14838,31622126
14839,187335662
14840,531530736
14841,93750257
14842,63210482
14843,398361586
14844,134906868
14845,466256881
14846,498238449
14847,247628784
14848,603227129
14849,105284605
14850,162956285
14851,390235133
14852,21791752
14853,189301769
14854,54952970
14855,605193227
14856,210797581
14857,618300429
14858,35554319
14859,31097872
14860,613843982
14861,561415187
14862,294552598
14863,14058519
14864,180519958
14865,206996505
14866,35161110
14867,208831515
14868,348161051
14869,23888925
14870,166233122
14871,266896419
14872,315393061
14873,141853734
14874,199132199
14875,29393960
14876,178160679
14877,36209708
14878,168068147
14879,587236405
14880,486442038
14881,674006072
14882,12878909
14883,207258687
14884,153257026
14885,301237314
14886,225346628
14887,203326537
14888,79856714
14889,105284686
14890,142902355
14891,381453396
14892,626426965
14893,382239830
14894,475169878
14895,368739411
14896,417498201
14897,1213537
14898,586712162
14899,509772899
14900,221545570
14901,131761252
14902,18908261
14903,367821929
14904,5932138
14905,496272491
14906,775324781
14907,293766254
14908,151553134
14909,150897774
14910,152863862
14911,182879351
14912,176456824
14913,643728507
14914,138708097
14915,145654918
14916,177898630
14917,22447240
14918,13927562
14919,445154442
14920,71468174
14921,86934674
14922,227050643
14923,156664978
14924,487621780
14925,67273878
14926,579896472
14927,151028893
14928,232948894
14929,3048611
14930,596935844
14931,71074979
14932,44729512
14933,370181288
14934,311067819
14935,104498348
14936,201098412
14937,8946861
14938,551060655
14939,452625580
14940,2524338
14941,30442674
14942,28869812
14943,528516276
14944,625771705
14945,6325434
14946,332825787
14947,151159998
14948,80643265
14949,508069063
14950,2393287
14951,77890762
14952,440566987
14953,292324557
14954,150504654
14955,176719055
14956,322208975
14957,17597654
14958,291144918
14959,231507165
14960,470844638
14961,333743329
14962,458523873
14963,250119396
14964,224822508
14965,613713133
14966,272270575
14967,492995825
14968,313427186
14969,137135350
14970,121930998
14971,139494648
14972,23102714
14973,104760572
14974,309101820
14975,459310332
14976,2786562
14977,687899907
14978,41452803
14979,325879050
14980,247366923
14981,172786956
14982,276858125
14983,174359822
14984,35554571
14985,248153356
14986,24675601
14987,257197325
14988,247235858
14989,201098518
14990,15631639
14991,20743448
14992,54560031
14993,319325472
14994,453674272
14995,154043680
14996,274892068
14997,376079653
14998,45516068
14999,427459880
15000,179864875
15001,21267758
15002,353010991
15003,74089776
15004,213812529
15005,694846768
15006,260998452
15007,173442357
15008,419333436
15009,236619075
15010,21005642
15011,197559629
15012,226395470
15013,250119501
15014,322995536
15015,509773138
15016,69502290
15017,419726677
15018,12223832
15019,33981788
15020,157058404
15021,272663913
15022,96634221
15023,26772847
15024,9864560
15025,40535415
15026,99124602
15027,464160124
15028,256148860
15029,665617790
15030,35423614
15031,134382977
15032,152864130
15033,438601091
15034,426280322
15035,416712069
15036,430212493
15037,521700750
15038,95192461
15039,151029136
15040,407537041
15041,512132499
15042,40273300
15043,234522005
15044,45647257
15045,237405608
15046,325092780
15047,116426157
15048,203720120
15049,508462525
15050,503088574
15051,355501501
15052,636650944
15053,121669055
15054,357729735
15055,200050122
15056,75793867
15057,430736851
15058,5277141
15059,656967126
15060,365725144
15061,125076954
15062,240420315
15063,181437917
15064,35948006
15065,219710955
15066,418809323
15067,416974317
15068,34244078
15069,32278003
15070,105547254
15071,164660730
15072,4621819
15073,9209340
15074,221808127
15075,762873345
15076,307660290
15077,408192515
15078,214730246
15079,9602567
15080,205686286
15081,370312719
15082,214730257
15083,241206803
15084,617383445
15085,395216406
15086,11437589
15087,186156568
15088,138053149
15089,85362206
15090,125470240
15091,42370594
15092,233080355
15093,159286821
15094,429688358
15095,62817830
15096,56133162
15097,471631405
15098,502564401
15099,139494962
15100,443713074
15101,468878897
15102,523535923
15103,307922487
15104,591955519
15105,283149897
15106,610829898
15107,540575306
15108,369657420
15109,313296460
15110,236095050
15111,254445135
15112,342918745
15113,647005785
15114,72255067
15115,103450201
15116,378046045
15117,113542745
15118,177505887
15119,13141595
15120,170952286
15121,637961828
15122,31360618
15123,97683052
15124,143820400
15125,178816624
15126,291407473
15127,331253361
15128,283412085
15129,222725751
15130,273581687
15131,2655863
15132,157582970
15133,204637819
15134,418678397
15135,398493312
15136,621971080
15137,305563274
15138,257197713
15139,562726547
15140,558663316
15141,75400860
15142,388400800
15143,10913441
15144,168855203
15145,81692325
15146,272795302
15147,151815850
15148,445679279
15149,130057904
15150,29656757
15151,349472438
15152,46171833
15153,558777
15154,13797052
15155,619742908
15156,38176452
15157,84051652
15158,673089222
15159,60982988
15160,1869517
15161,504792784
15162,16025297
15163,442009296
15164,322209491
15165,483690198
15166,132679385
15167,21661408
15168,3704546
15169,206079718
15170,317228775
15171,194152167
15172,5539561
15173,528254702
15174,540051182
15175,210011892
15176,370444029
15177,395347712
15178,16418563
15179,251692809
15180,27559693
15181,188778258
15182,137135892
15183,317359894
15184,147490583
15185,302941976
15186,258770711
15187,116295452
15188,492996380
15189,60983070
15190,321947420
15191,761562912
15192,50235172
15193,577537828
15194,424707880
15195,298354473
15196,168855339
15197,10913580
15198,133990192
15199,456427312
15200,529434418
15201,333219637
15202,339642165
15203,28870454
15204,76187449
15205,375031610
15206,298747709
15207,69109567
15208,404522816
15209,84182857
15210,268076875
15211,94275411
15212,18646872
15213,117868379
15214,45647708
15215,19171166
15216,308053856
15217,466519910
15218,112625514
15219,25724779
15220,35948404
15221,175409013
15222,13797238
15223,58230646
15224,249333623
15225,190613368
15226,261785460
15227,322996094
15228,34689
15229,88115080
15230,349603722
15231,704939916
15232,19171214
15233,500467600
15234,19433361
15235,70551442
15236,413435795
15237,611354514
15238,170035093
15239,177899414
15240,398755745
15241,30836641
15242,189564835
15243,283543460
15244,65963941
15245,62424997
15246,95979432
15247,14321577
15248,385779624
15249,513705899
15250,346326960
15251,28084148
15252,521308085
15253,489195447
15254,344360888
15255,125470647
15256,263358391
15257,648185783
